HouseNumber,Address,City,State,Country,PostCode,County,Latitude,Longitude,name,,,,
0,,Lake Hubert,MN,United States,56626-1005,Cass,47.4364513191499,-94.2518509576136,Lake Winnibigoshish,,,,
N/A,,El Tigre,Veracruz,Mexico,89641,,22.2173934553984,-98.0816014677918,Laguna Chil,,,,
N/A,,Vasil’yevka,Tatarstan,Russia,422382,,54.5722793070123,48.6456778113301,Samara Reservoir,,,,
N/A,,Zehner,Saskatchewan,Canada,S0E 0W0,,55.5333781820972,-104.461889318327,,,,,
0,,Gueydan,LA,United States,70510-0672,Vermilion,29.7559115691769,-92.5075260353949,,,,,
N/A,,Inwood,Manitoba,Canada,R4L 1A1,,54.7477203267827,-97.5003822607942,,,,,
N/A,,Cheremushka,Pavlodar,Kazakhstan,141215,,52.2989051531744,75.8292230070498,Shreksor Kli,,,,
N/A,,Zhengjiafan,Hubei,China,437017,,30.4288279637999,114.508496942305,,,,,
N/A,,Tiéssou,Vallee du Bandama,Cote d'Ivoire,,,7.52553268819318,-5.66070724969969,Lac de Kossou,,,,
N/A,,McAlpine Corners,Ontario,Canada,J9P 7B8,,53.5049149820328,-77.8616747926388,,,,,
N/A,,Fielding,Saskatchewan,Canada,X0B 0C0,,70.0609837663629,-107.540279310099,Washburn Lake,,,,
N/A,,Navarre,Quebec,Canada,J9L 0C9,,69.5557077421414,-75.5691201156342,,,,,
N/A,,Three Hills,Alberta,Canada,T9S 1L9,,66.2775216403395,-113.270151412701,Takijuq Lake,,,,
N/A,,Lindbol,Sodermanland,Sweden,643 95,,59.2379507220492,15.8289392919205,Hjälmaren,,,,
0,,Bouse,AZ,United States,86444-9997,Mohave,36.209403510348,-114.013455397578,Lake Mead,,,,
149,Whispering Winds Rd,Blue Water Estates,KY,United States,42211-8468,Trigg,36.8300702724051,-87.9713602423492,Lake Barkley,,,,
N/A,,Angico,Bahia,Brazil,46335-000,,-10.1420550401861,-42.4592460590571,Represa de Sobradinho,,,,
N/A,,Lac-Simon,Quebec,Canada,J0V 1G0,,51.4021248398677,-75.1012465760215,,,,,
N/A,,Bigelow,Ontario,Canada,J0Z 2L0,,70.8578274585083,-79.5109974349994,,,,,
0,,Pine Cliff,ID,United States,83287-5126,Bear Lake,42.0071993583334,-111.354456536058,Bear Lake,,,,
N/A,,Odanakumadona,Central,Botswana,,,-21.2919794476794,24.7438465405845,Lake Xau,,,,
N/A,,Whyte,Minnesota,Canada,P0T 1C0,,48.8978220282951,-91.5527855482422,Marmion Lake,,,,
N/A,,Petzow,Brandenburg,Germany,14469,,52.3382027641464,12.9525621928133,,,,,
N/A,,Apatity,Murmansk,Russia,186685,,67.1245544161609,33.4065302380125,,,,,
N/A,,Rinconada la Bonita,Tamaulipas,Mexico,88321,,26.1655523105519,-98.9845017128011,Presa Marte R. Gomez,,,,
N/A,,Nugunek,Tashauz,Uzbekistan,231305,,41.9396427911567,57.3736481644598,Sarygamysh Köli,,,,
N/A,,King Kirkland,Ontario,Canada,P0K 1K0,,70.2105207429458,-79.959200326547,,,,,
N/A,,Whapmagoostui,Quebec,Canada,J0M 1G0,,54.1388281298109,-77.7532838415689,,,,,
N/A,,Seloila,Karelia,Russia,173510,,60.8447373099974,31.6610064640249,Lake Ladoga,,,,
N/A,,Kazachenkov,Astrakhan',Russia,404200,,48.2100402452519,46.9067539223726,,,,,
N/A,,Winger,Minnesota,Canada,R0E 1A0,,50.349773085372,-95.9921587142715,Lac du Bonnet,,,,
N/A,,Abubu,Maluku,Australia,6770,,-22.332851001217,128.794079120205,Lake Mackay,,,,
0,Fernwood Rd,Sebago Lake,ME,United States,04071-8023,Cumberland,43.8637539081528,-70.5596300305845,Sebago Lake,,,,
N/A,,Bayanda,Irkutsk,Russia,665548,,72.3008004097077,99.5349994469411,Ozero Labaz,,,,
N/A,,Montrock,Ontario,Canada,N0H 2S0,,70.9243537512401,-80.6995990063373,,,,,
0,,Winter Garden,FL,United States,34756-3623,Lake,28.6201075846393,-81.6194681894778,Lake Apopka,,,,
N/A,,Northern Terrace Mobile Home Park,Minnesota,Canada,P0V 3B0,,51.3544378512724,-91.8431177205432,,,,,
0,,Togus,ME,United States,04478-6100,Somerset,45.6867509474793,-69.7051950558114,Moosehead Lake,,,,
N/A,,Meadow Brook,Minnesota,Canada,X0B 1B0,,69.9248403575645,-92.9618641605286,,,,,
N/A,,Breda,Minnesota,Canada,P0V 1J0,,51.6296683101405,-91.8894274616317,,,,,
N/A,,Volochayevka,Leningrad,Russia,188831,,60.717424825013,29.6308000763951,,,,,
N/A,,Tung-t’ai,Nei Mongol,China,101304,,43.3085831643825,116.672664914024,Dalai Nur,,,,
N/A,,Rocher Fendu,Ontario,Canada,K0H 0B3,,54.2893953808387,-76.7972386898574,,,,,
N/A,,Wiseton,Saskatchewan,Canada,S0M 2A0,,55.9245881070551,-107.652550588239,,,,,
0,,Georgetown,FL,United States,32139-3112,Putnam,29.3549876280235,-81.6211717161196,Lake George,,,,
0,,Ticaboo,UT,United States,84533-8002,San Juan,37.4239498988933,-110.690188590696,Lake Powell,,,,
N/A,,Koykinitsy,Karelia,Russia,186532,,63.602634817094,34.7911209706642,Lake Vygozero,,,,
N/A,,Kyesimira,Mukono,Tanzania,,,-1.26682942510266,32.8656911023784,Lake Victoria,,,,
N/A,,Woodland Terrace Mobile Home Park,Minnesota,Canada,L0R 1A0,,53.1556519451911,-93.5410914329525,,,,,
N/A,,Marcell,Minnesota,Canada,R0B 1H0,,69.7555809844638,-93.6936680987843,,,,,
N/A,,Pavshino,Vologda,Russia,160541,,59.6663977090894,39.4288070961459,Ozero Kubenskoye,,,,
N/A,,Ruch’i,Murmansk,Russia,175342,,66.6991982524556,32.1918822380019,Lake Kovdozero,,,,
N/A,,Srŏk Kândiĕng,Pouthisat,Cambodia,15108,,12.8181996940206,104.028409421416,Tonle Sap,,,,
N/A,,Ash Lake,Minnesota,Canada,P0V 1V0,,53.0443823051353,-92.9201429622831,Sandy Lake,,,,
N/A,,Akzhal,Qaraghandy,Kazakhstan,100817,,49.8720201070373,75.5763443791557,Qarasor Kli,,,,
N/A,,Ryan's Corner,Quebec,Canada,K7R 3L2,,54.3568047659519,-76.9345326036436,,,,,
N/A,,Paino,Western Finland,Finland,36100,,61.3784194724872,24.0734880472161,,,,,
N/A,,Deer Lake,Ontario,Canada,P0X 1K0,,71.5470810621871,-94.0432287154957,,,,,
0,,Dolan Springs,AZ,United States,86406-9047,La Paz,34.4227604407223,-114.277659495405,Lake Havasu,,,,
N/A,,Risti-Lakshi,Karelia,Russia,186804,,66.9042228670029,31.0295203006273,,,,,
N/A,,Müggelheim,Berlin,Germany,12559,,52.4418189368968,13.6547722244738,,,,,
0,S Jetty Rd,Alpine,UT,United States,84601-8238,Utah,40.2192316501356,-111.77425995799,Utah Lake,,,,
N/A,,Dorval-Lodge,Quebec,Canada,K8A 7R5,,48.6339245883215,-77.0693430016953,,,,,
N/A,,Longue-Pointe-de-Mingan,Quebec,Canada,C0B 1K0,,54.2749715386093,-64.143963677347,Smallwood Reservoir,,,,
N/A,,Canada,Northwest Territories,Canada,T0G 0P0,,65.3167171293818,-113.644779792156,Point Lake,,,,
N/A,,Topley,British Columbia,Canada,V0J 2Y0,,66.8890631144556,-126.301743286634,,,,,
N/A,,Halfmoon Bay,British Columbia,Canada,V0N 1Y1,,55.9613836229466,-123.913296932441,Williston Lake,,,,
N/A,,Galdun,Irkutsk,Russia,678431,,74.1030447780714,99.7983932362257,,,,,
N/A,,Arumäe,Ida-Viru,Russia,181270,,59.2551710234864,28.0167028060345,,,,,
N/A,,Fort Saint Charles,Minnesota,Canada,X0C 0J0,,62.2089678571892,-94.9715784341069,,,,,
N/A,,City of Pekin,North Dakota,Canada,R3C 1M4,,72.6080429674014,-98.3231851055657,,,,,
N/A,,Ust’-Dep,Amur,Russia,676417,,54.3074987746573,127.702376458789,Zeya Reservoir,,,,
N/A,,Saint-Maurice-de-Dalquier,Quebec,Canada,K0J 2C0,,54.4521787431425,-77.9857321655376,,,,,
N/A,,Seninsk,Omsk,Russia,646047,,62.0896032036373,72.9334116165757,,,,,
N/A,,Shashulü,Hubei,China,437611,,30.0667600874279,114.4357264977,,,,,
N/A,,Dalakaynar,Zhambyl,Kazakhstan,081111,,45.9029613988575,73.9536678690764,Lake Balkhash,,,,
N/A,,Arborfield,Saskatchewan,Canada,S0E 0A0,,54.7695032721905,-103.656467187475,,,,,
N/A,,Sinamalima,Southern,Zambia,,,-17.2347586834236,27.5853322567855,Lake Kariba,,,,
N/A,,Hassandera Kebir,Somali,Ethiopia,,,11.3819971177452,41.592115795966,Lake Adobed,,,,
N/A,,Carlton,Saskatchewan,Canada,S0K 1K0,,72.0742872138799,-106.506185031434,,,,,
N/A,,Aladji Ibrahim,Extrême-Nord,Cameroon,,,13.0626691016034,14.536013035928,Lake Chad,,,,
N/A,,Dawuzhou,Hubei,China,437513,,30.0183371885147,114.222800192129,Huangtang Hu,,,,
0,,Windsor Mills,OH,United States,44004-2818,Lake Erie,42.2469589398821,-80.9666995691615,Lake Erie,,,,
N/A,,Sainte-Gertrude,Quebec,Canada,J0Y 2G0,,54.7824552937843,-78.3084745093221,,,,,
N/A,,Youngtown,North Dakota,Canada,R8A 1J3,,55.1711631236616,-101.403451087115,,,,,
N/A,,Girvas,Karelia,Russia,186215,,63.3452133879174,33.6674652500611,Lake Segozerskoye,,,,
N/A,,Xujiazui,Anhui,China,211304,,31.1124886490632,118.972203046624,,,,,
0,,Fort Steele,MT,United States,59337-9624,Garfield,47.6932840200723,-106.937870349536,Fort Peck Lake,,,,
N/A,,Mariarotu,Papua,Australia,5603,,-31.713647004649,136.022134901906,Lake Gairdner,,,,
N/A,,Lancaster,Minnesota,Canada,R0A 1J0,,54.2368513841457,-96.7950419585328,,,,,
N/A,,Island Cottage Beach,New York,Canada,K0L 1G0,,43.8490357017962,-77.6453632715263,Lake Ontario,,,,
N/A,,Zhakay,West Kazakhstan,Kazakhstan,090110,,49.0442681815431,48.2074462491273,,,,,
N/A,,Zavety Il’icha,East Kazakhstan,Kazakhstan,071812,,46.1165225730915,81.7117567125042,Alakol,,,,
N/A,,Molozhva,Pskov,Russia,181512,,58.0479837381194,27.8450214449235,Pskoyskoye Ozero,,,,
N/A,,Sungailangir,Kalimantan Timur,Indonesia,83662,,-0.256571740786754,116.445259854359,Kenohan Jempang,,,,
N/A,,Länsi-Teisko,Western Finland,Finland,34180,,61.7572661041056,23.7034673863498,Pyhjrvi,,,,
N/A,,Glowe,Brandenburg,Germany,03096,,52.0650328541683,14.2093755930225,,,,,
N/A,,Huron Mountain,Michigan,Canada,P0T 3A0,,52.2364999582225,-87.8680305126143,,,,,
N/A,,Emelinvara,Karelia,Russia,173530,,67.6442542826119,31.7176651192826,Lake Imandra,,,,
N/A,,Gabrish,Murmansk,Russia,186821,,66.2894433874884,31.85874025938,,,,,
N/A,,Anchorville,Michigan,Canada,N0P 2G0,,42.5040860049316,-82.6838185814964,Lake St. Clair,,,,
N/A,,"Campillo de la Jara, El",Castilla-La Mancha,Spain,06656,,39.3181830569856,-5.03670246174087,Embalse de Garcia  de Sola,,,,
N/A,,Les Escoumins,Quebec,Canada,G0L 3W0,,54.7627328972664,-69.4057559832314,,,,,
N/A,,Mykolayivka,Odessa,Ukraine,67703,,46.240744234741,30.3295409020895,,,,,
N/A,,Verkh Uryum,Novosibirsk,Russia,632304,,54.9832116284881,78.591353227985,Ozero Sartlan,,,,
0,,Foreston,SC,United States,29431-8693,Berkeley,33.3071203988933,-80.0589888541839,Lake Moultrie,,,,
N/A,,Orient,Ontario,Canada,K4K 1W2,,50.3547772755333,-75.1835208342115,,,,,
0,Ni Gig Trl NW,Turtle Lake,MN,United States,56633-2092,Cass,47.1762334307655,-94.4441194039224,Leech Lake,,,,
N/A,,Alhuampa,Santiago del Estero,Argentina,G2356,,-30.7281159070122,-62.570555950463,Mar Chiquita,,,,
0,,Richardton,ND,United States,58770-9411,Mountrail,47.8230986001373,-102.316042141072,Lake Sakakawea,,,,
N/A,,Bellechasse Regional County Municipality,Quebec,Canada,G3Z 0B4,,54.7525773348804,-70.7214075790988,,,,,
1191,Heron Dr N,Sanford,FL,United States,33857-9751,Highlands,27.3727395959189,-81.2705936102356,Lake Istokpoga,,,,
N/A,,Graham,Ontario,Canada,P0T 1N0,,48.8831038219385,-90.5731122328387,Lac des Mille Lacs,,,,
N/A,,Saint-Joseph,Quebec,Canada,K7V 4L5,,50.888459438023,-77.0078462281037,,,,,
N/A,,Buffalo Creek,British Columbia,Canada,V0K 1G0,,60.5868743346301,-121.143750279812,Trout Lake,,,,
N/A,,Ējersa,Oromia,Ethiopia,,,8.39331813497735,39.0599741744212,Lake Koka,,,,
0,,Sanford,FL,United States,33898-1607,Osceola,27.8887599107807,-81.2657783774981,Lake Kissimmee,,,,
0,State Hwy 1806,Kenel,SD,United States,57601-5009,Campbell,45.5793080410762,-100.485917101634,Lake Oahe,,,,
N/A,,Ban Kang,Vientiane,Laos,,,18.6030435204122,102.642799028551,Nam Ngum Reservoir,,,,
N/A,,Zekhina,Irkutsk,Russia,678431,,74.5136091443883,105.690415322429,,,,,
0,,Round Mountain,OR,United States,97601-9142,Klamath,42.4390315328355,-121.948671369913,Upper Klamath Lake,,,,
N/A,,Kaukola,Western Finland,Finland,32450,,61.3363254023073,22.8503878155731,,,,,
N/A,,City of Gardena,North Dakota,Canada,R0J 1J0,,63.6678364712537,-100.506977291747,,,,,
N/A,,Skärv,Vastra Gotaland,Sweden,542 75,,58.8826532206013,13.5935890349948,Vänern,,,,
N/A,,Bonaventure,Quebec,Canada,G0E 0A8,,55.8814637624304,-65.4888268262943,,,,,
N/A,,Dobo-Yenkhor,Buryat,Russia,666515,,53.6310500105087,108.158667462717,Lake Baikal,,,,
N/A,,Bolesławice,West Pomeranian,Poland,70-843,,53.4710631074127,14.6746167074441,Jezioro Dabie,,,,
N/A,,El Cobano,Jalisco,Mexico,45345,,20.9407362360283,-103.629371582622,,,,,
N/A,,Murtoranta,Eastern Finland,Finland,81810,,63.1577034389345,29.9005205035888,Pielinen,,,,
N/A,,Yarsomovy,Khanty-Mansiy,Russia,646882,,61.7114924823366,73.363762541886,,,,,
N/A,,Saint-Anselme,Quebec,Canada,G7H 5A7,,50.7661511431998,-70.9802957929978,,,,,
N/A,,Northfield,Nova Scotia,Canada,B2Z 1P9,,44.2091902113418,-65.151659193813,Lake Rossignol,,,,
N/A,,Guandi,Hubei,China,437611,,30.0679375439364,114.43993099865,,,,,
N/A,,Haftorsbygget,Dalarna,Sweden,669 31,,61.5336965495491,13.4445018656051,,,,,
N/A,,Alía,Extremadura,Spain,06611,,39.2292850905918,-5.16204261118856,Embalse de Orellana,,,,
N/A,,Saint-Jovite,Quebec,Canada,J8E 1E7,,48.5425245268471,-74.6028764665434,Réservoir Gouin,,,,
N/A,,Retorno el Diablo,Veracruz,Mexico,96343,,18.0371284860015,-94.4533019615728,,,,,
N/A,,Gornyy,Khanty-Mansiy,Russia,646015,,68.034728297252,71.1560570850281,Ozero Yarroto Vtoroye,,,,
N/A,,Barstow,Washington,Canada,V0G 1J0,,49.5789806184777,-118.138879993687,Lower Arrow Lake,,,,
N/A,,Pemberton Ridge,New Brunswick,Canada,E6H 1Z6,,45.6808636649366,-67.7475298834911,Chiputneticook Lakes,,,,
N/A,,Bear Creek,Yukon,Canada,Y0B 1L0,,61.438469754422,-137.112332000529,Aishik Lake,,,,
N/A,,Hagar,Ontario,Canada,P0M 1X0,,70.6142411433068,-80.414955924623,,,,,
N/A,,Reith,Coahuila,Mexico,26825,,29.548384859549,-101.225920433054,Amistad Reservoir,,,,
N/A,,Saint-Stanislas,Quebec,Canada,G8L 7A8,,64.6027369390239,-72.1571283215006,,,,,
0,,King Salmon,AK,United States,99613-0635,Bristol Bay,58.6262620658696,-155.909288628958,,,,,
N/A,,Newcastle Creek,New Brunswick,Canada,E4B 2H9,,45.9842058979458,-66.0174626041462,Grand Lake,,,,
N/A,,Bellis,Alberta,Canada,T0A 0J0,,70.9452536042664,-112.154297924335,,,,,
0,Old Kasigluk Main Rd,Pilot Station,AK,United States,99609-9998,Bethel,61.0761075139229,-162.866150466182,,,,,
N/A,,Northern America,Saskatchewan,Canada,S6V 5S7,,59.0997467643609,-105.643663588251,Black Lake,,,,
N/A,,Sondaly,Karelia,Russia,186134,,63.7798420216273,33.3770971432334,Ondozero,,,,
N/A,,British Columbia,British Columbia,Canada,V9J 1V7,,67.4683717166507,-124.995188029747,,,,,
N/A,,Voynitsa,Karelia,Russia,186724,,64.566088605196,30.3057107879794,,,,,
0,,Port Alsworth,AK,United States,99653-9998,Kenai Peninsula,60.2418795776318,-154.322352064415,Lake Clark,,,,
0,S Lake Louise Rd,Cordova,AK,United States,99588-0004,Matanuska-Susitna,62.3989799012526,-146.663449400862,Lake Louise,,,,
N/A,,Ferme-Limbour,Quebec,Canada,J8N 9K3,,46.863177181561,-75.7452668641015,Réservoir Baskatong,,,,
N/A,,Mengudo,Oromia,Ethiopia,,,11.5547888603715,41.6607637371668,Lake Gemeri,,,,
N/A,,Penawai,Kalimantan Timur,Indonesia,76282,,-0.446142238659561,116.191778482843,,,,,
N/A,,Peachland,British Columbia,Canada,V0H 1X5,,68.5026200773278,-119.734194518978,Bluenose Lake,,,,
0,,Soldotna,AK,United States,99610-9609,Kenai Peninsula,60.1709378229931,-150.845026112593,,,,,
N/A,,Rivière-Saint-Jean,Quebec,Canada,G0G 2N0,,55.9884651226427,-64.3294331179846,,,,,
0,,Manning,SC,United States,29148-9438,Clarendon,33.4996345380374,-80.2192782691656,Lake Marion,,,,
N/A,,Donghu,Xinjiang Uygur,China,838205,,40.5100634077417,90.2941093135216,Lop Nur,,,,
0,Winter Trl,Grayling,AK,United States,99626-9998,Bethel,61.374739920898,-160.033855606698,,,,,
N/A,,Grosse Isle,Manitoba,Canada,R0C 1P0,,66.429560712003,-97.4500802641252,,,,,
N/A,,Novorossiyka,Novosibirsk,Russia,632968,,54.5772834971735,77.9677849961407,,,,,
N/A,,Ndaro,Orientale,Uganda,,,1.70933908226209,31.0106470865374,Lake Albert,,,,
0,Pulayaraq Rd,Nunapitchuk,AK,United States,99641-0078,Bethel,60.9077312332036,-162.365234352754,,,,,
0,Indian Prairie,Okeechobee,FL,United States,34974-0478,Glades,26.9417905137981,-80.8461673315162,Lake Okeechobee,,,,
N/A,,Kibaoni,Arusha,Tanzania,,,-3.58744902134517,35.8049431974693,Lake Manyara,,,,
0,,Mountain Village,AK,United States,99632-0234,Wade Hampton,61.5700505192499,-163.770003253832,,,,,
N/A,,Leijia,Hubei,China,421223,,29.9384173279985,114.040717629619,,,,,
N/A,,Shuidong,Jiangsu,China,215559,,31.4161252461995,120.789929284076,,,,,
N/A,,Atekb,West Kazakhstan,Kazakhstan,090412,,48.8248197247664,50.0075308545456,,,,,
N/A,,Port Mourant,East Berbice-Corentyne,Canada,A8A 1S3,,49.0052649346981,-57.3413306119143,Grand Lake,,,,
N/A,,E’arida,Qinghai,China,816105,,34.930685742088,97.2557986141082,Gyaring Hu,,,,
N/A,,Tokiya,Irkutsk,Russia,671374,,74.1510261307939,107.124339866307,Ozero Portnyagino,,,,
N/A,,Sainte-Flavie,Quebec,Canada,G5C 2T1,,56.9242486827943,-68.2257210178203,,,,,
N/A,,Belgrade,Minnesota,Canada,X0C 0G0,,63.0835236788974,-92.3830475051048,,,,,
N/A,,Vodosalma,Karelia,Russia,174150,,65.0392789395601,30.7383511258125,Lake Srednye Kuyto,,,,
N/A,,Las Pozas,Chontales,Nicaragua,61556,,11.5717147976815,-85.3084447027541,Lago de Nicaragua,,,,
0,,Amarillo,TX,United States,79036-4000,Potter,35.6109612398893,-101.689025922872,Lake Meredith,,,,
N/A,,Shia,Kilimanjaro,Tanzania,,,-3.68959337345986,37.4105004753957,Lake Lembeni,,,,
N/A,,Gunibuy Community,Western Australia,Australia,6743,,-16.4321748907991,128.691265149854,Lake Argyle,,,,
N/A,,Bozan,Konya,Turkey,71460,,38.82512314404,33.3122277514895,Lake Tuz,,,,
N/A,,Terekty,East Kazakhstan,Kazakhstan,071217,,48.7463716848858,85.7410520545012,Marqakl,,,,
0,,Sumach,WA,United States,98816-9338,Chelan,48.0877319504287,-120.450921821976,Lake Chelan,,,,
N/A,,Overly,North Dakota,Canada,R0L 0N0,,53.9480801754295,-100.15037166727,,,,,
N/A,,Chirvis-Guba,Murmansk,Russia,216620,,65.6416951257351,32.1541695244003,Lake Topozero,,,,
N/A,,Margo,Saskatchewan,Canada,S0E 0V0,,58.1189254927582,-103.340301534505,Wollaston Lake,,,,
0,,Hugo,NM,United States,88426-9721,Quay,35.3837121337437,-103.474469206773,Ute Reservoir,,,,
N/A,,Island Falls,Saskatchewan,Canada,S0A 0E0,,57.2197902664345,-102.344239742893,Reindeer Lake,,,,
N/A,,Stirling North,South Australia,Australia,5710,,-31.0389644252633,137.833135019221,Lake Torrens,,,,
N/A,,Ban Dan Mae Chalaep,Kanchanaburi,Thailand,63120,,14.717142678147,99.0405020448,Chao Nen Dam,,,,
N/A,,Lylyvaara,Eastern Finland,Finland,75970,,62.909407297699,30.7053617458042,Koitere,,,,
N/A,,Kurkurmeysa,Jubbada Hoose,Somalia,,,0.042502212379006,42.3931721942281,,,,,
N/A,,Bab’ya Guba,Karelia,Russia,188769,,64.4661519840348,30.1807461839801,,,,,
N/A,,Nary,Minnesota,Canada,P0X 1S0,,49.4238507234794,-94.8218326539695,Lake of the Woods,,,,
N/A,,Chens-sur-Léman,Rhône-Alpes,France,74140,,46.3583427035301,6.25573208556318,Lake Geneva,,,,
N/A,,Tambitsy Rechka,Karelia,Russia,162910,,61.8904658716327,35.5581705402085,Lake Onega,,,,
N/A,,Estancia Pudeto,Magallanes y Antartica Chilena,Argentina,Z9051XAK,,-50.648177936203,-72.9880964476431,,,,,
0,,Roy,NM,United States,88416-9998,San Miguel,35.4627489018785,-104.190215581894,Conchas Lake,,,,
N/A,,Gärdnäsbyn,Jamtland,Sweden,840 50,,64.1947482588194,15.2341754900482,,,,,
N/A,,Öreghegy,Veszprem,Hungary,8242,,46.8833411242695,17.8228033337728,Lake Balaton,,,,
N/A,,Cheldak,Omsk,Russia,646124,,67.9526007057823,71.6009608796312,Ozero Yarroto Pervoye,,,,
26734,Sky Harbour Rd,O Neals,CA,United States,93626-9734,Madera,37.0305322429818,-119.633943655653,Millerton Lake,,,,
N/A,,Everard,Ontario,Canada,P0T 1G0,,49.8325753140017,-88.3486154067918,Lake Nipigon,,,,
N/A,,Uchinskiy Rybouchastok,Khanty-Mansiy,Russia,626036,,62.6250515508898,65.1560527578453,Ozero Untor,,,,
N/A,,Nkalanga,Karonga,Mozambique,2306,,-11.9497451449016,34.5146291819953,Lake Malawi,,,,
N/A,,Keski-Säviä,Eastern Finland,Finland,44950,,63.1587337133795,26.5674488869358,,,,,
N/A,,Deganya Alef,HaZafon,Israel,15105,,32.8043464697524,35.5832402129166,Sea of Galilee,,,,
N/A,,City of Munich,North Dakota,Canada,R0H 0A0,,50.9970798009346,-98.8446788308353,Lake Manitoba,,,,
N/A,,Ñancul,Los Rios,Chile,3560000,,-40.2028140669993,-72.4146446306619,Lago Ranco,,,,
N/A,,Novokazarino,Novosibirsk,Russia,632842,,54.5803743205084,77.810824809107,,,,,
N/A,,Dauphin,Manitoba,Canada,R7N 0A1,,52.3800024701991,-100.044725309626,Lake Winnipegosis,,,,
N/A,,Panjukhru,Himachal Pradesh,India,176023,,32.0247230790442,76.035751829237,,,,,
N/A,,Simpson,Montana,Canada,T9M 1G9,,59.0354282025826,-110.20125956507,Lake Athabasca,,,,
N/A,,Puerto Prat,Magallanes y Antartica Chilena,Argentina,Z9301XAK,,-49.5970036382158,-72.6437947360833,Lago Viedma,,,,
N/A,,Nagana,KwaZulu-Natal,South Africa,B-3950,,-27.4069526426492,31.9682979493408,,,,,
N/A,,Al Maḑīq,Aswan,Egypt,,,22.7969964217206,32.5797895587525,Lake Nasser,,,,
N/A,,Tarmakul’,Novosibirsk,Russia,632228,,54.829995100316,76.977496240777,Lake Chany,,,,
N/A,,Sainte-Euphémie-sur-Rivière-du-Sud,Quebec,Canada,G0R 1H0,,49.619897232149,-70.4408040160932,Réservoir Pipmuacan,,,,
N/A,,Seagoe,Northern Ireland,United Kingdom,BT41 3LY,,54.6170226543363,-6.41520206812821,Lough Neagh,,,,
N/A,,Majavatn,Nordland,Norway,8897,,64.7256339621014,13.3766791686826,,,,,
N/A,,Drag,Nordland,Sweden,840 64,,66.8412289437967,16.0861517037223,,,,,
N/A,,Verkhniy Zhirim,Buryat,Russia,671123,,74.6090567126107,107.218013573932,Ozero Kungasalakh,,,,
N/A,,Domaine-Beauport,Quebec,Canada,J5M 1A2,,50.7149317850789,-73.8378699921617,Lake Mistassini,,,,
N/A,,Khiyetala,Karelia,Belarus,213421,,63.4826814352879,31.2151016992245,,,,,
N/A,,Novopavlovka,West Kazakhstan,Kazakhstan,130300,,50.5528843330929,51.6839767393417,,,,,
N/A,,Zhamanterekty,Almaty,Kazakhstan,040218,,46.6237119641393,80.6390696817395,Sasyqkl,,,,
N/A,,Nizhnyaya Teya,Khakass,Russia,662060,,55.5907791868878,89.5760022029909,Ozero Beloye,,,,
N/A,,Buritama,Sao Paulo,Brazil,15290-000,,-21.35144100136,-50.1516454831556,,,,,
N/A,,Luojia Taizi,Hunan,China,414101,,29.3206942072127,112.905972750087,,,,,
N/A,,Noljakka,Eastern Finland,Finland,80140,,62.8611315808494,29.692318246241,Rikkavesi,,,,
N/A,,Mendaba,Amhara,Ethiopia,,,11.961747266131,37.2791252577465,Lake Tana,,,,
0,FM 2261,Grand Cane,TX,United States,75973-4636,Sabine,31.5852374372366,-93.8041575930339,Toledo Bend Reservoir,,,,
N/A,,Chasha,Tyumen',Russia,169915,,70.0774681574823,70.3303213228656,Ozero Neyto,,,,
N/A,,Balas,Batangas,Philippines,4220,,14.0240623408155,120.992594616219,Lake Taal,,,,
N/A,,Wu-lu-k’o-li,Xinjiang Uygur,China,841403,,41.9787932200652,87.0637809222392,Bosten Hu,,,,
N/A,,Bengrichazongcun,Xizang,China,816004,,35.5946240308335,91.164838071588,Hoh Xil Hu,,,,
N/A,,Zhaitang,Zhejiang,China,311708,,29.6078464132296,118.988722395966,Xinanjiang Shuiku,,,,
0,US Hwy 26,West Yellowstone,ID,United States,83428-5028,Bonneville,43.2399963227608,-111.097361222756,Palisades Reservoir,,,,
N/A,,Nkoso,Équateur,Congo D.R.,,,-0.818660041544675,18.0200903342623,Lac Tumba,,,,
N/A,,Aygırgölü,Bitlis,Turkey,13500,,38.657335591575,42.8161387268068,Lake Van,,,,
N/A,,Chachacomani,Puno,Peru,21390,,-15.9204228557807,-69.3539084730892,Lago Titicaca,,,,
N/A,,Husići,Bar,Montenegro,,,42.2091331495457,19.2914706609444,Lake Skadar,,,,
0,,Wheatland,WY,United States,82213-9708,Platte,42.5447082544758,-104.955391321509,Glendo Reservoir,,,,
N/A,,Īl’īchevka,Pavlodar,Kazakhstan,141006,,53.2800207889042,77.4372117708364,Iken Zhbolat Lake,,,,
0,,Burke,SD,United States,57325-6804,Brule,43.5228802489344,-99.2947811910652,Lake Francis Case,,,,
N/A,,Dalingcun,Jiangxi,China,344416,,28.5151667733169,116.308193038092,,,,,
0,,Pine Meadows,NY,United States,13042-2104,Oswego,43.2186549235438,-75.9018279406086,Oneida Lake,,,,
N/A,,Lievola,Oulu,Finland,77700,,64.4869046549976,26.8252597353223,,,,,
N/A,,Kirkkola,Eastern Finland,Finland,19120,,61.6914757216917,26.0100878234235,,,,,
0,,Kortes Dam,WY,United States,82620-8804,Natrona,42.3826608024898,-106.888424176784,Pathfinder Reservoir,,,,
